subject_id,__dataset__,bicep,pred_bicep,err_bicep,forearm,pred_forearm,err_forearm,thigh,pred_thigh,err_thigh,calf,pred_calf,err_calf,mean_err
JcG4QthnKpr52tuEa9H_hlFSHDIe03EW93l-5RLsv4E,train,30.7127,32.7093,6.5008,26.0325,28.5691,9.744,52.2888,58.2865,11.4703,37.9848,40.3293,6.1723,8.4719
JcbwYfgh9SOZjvpMdR0ZJfhL21gnv7rVQ3obwyGPsSE,train,27.6696,26.8939,2.8037,24.2742,23.4898,3.2314,48.6614,47.9237,1.5161,33.985,33.1591,2.43,2.4953
JeRn9LIqbTw372zNLzoLwNV3ICFLHLy2IZh08uDBAFM,train,29.53,30.5525,3.4626,28.196,26.6853,5.3576,49.6649,54.4433,9.6213,38.1631,37.6702,1.2917,4.9333
JjQ7uHltz74MPCIommgBqYXJ2RvJWdqbPl24d4Z-KcU,train,40.6635,42.0172,3.329,32.0473,36.6988,14.5146,63.3735,74.8727,18.1452,46.5485,51.8056,11.2939,11.8207
Jl7P3QEvzUYthLKj4GKVLYxq4aeEPTe7gpr9L9XksqI,train,31.1677,29.166,6.4224,25.8843,25.4743,1.5838,53.8143,51.9725,3.4225,37.2761,35.9606,3.529,3.7394
JnUI2MIoEjrYqQ1Iq8nNAmvqYVZrSYlKfxVcc1VtR8o,train,29.0086,32.9542,13.6012,26.8952,28.783,7.0189,53.3498,58.7228,10.0714,37.9532,40.6313,7.0562,9.4369
Jq1XlswzbHZYGtIleoPLVpREae9PGg2X1p7sBaanq_E,train,38.25,30.5407,20.1549,30.4812,26.675,12.4868,53.513,54.4222,1.6992,38.1635,37.6556,1.3309,8.918
Jrj5n1ZRDtJfs5p9dhCAQGIIYkIbmqF4YZs2QdqWE6o,train,28.8936,29.6918,2.7627,26.7598,25.9336,3.0878,50.9689,52.9095,3.8073,35.7572,36.6089,2.3818,3.0099
JtJm2KmKqA6oCQqOJJKOflI2bLAHwcc6AsP8PmsTqfo,train,35.0264,34.8665,0.4566,27.1526,30.4532,12.1561,65.8439,62.1305,5.6396,39.8762,42.9891,7.8064,6.5147
Jyw0H54SwVNKsb4Bmt1jfwtKuvA1WClTVW8V2JOnAv4,train,32.224,36.902,14.5173,27.1979,32.2312,18.5059,62.0559,65.7578,5.9654,42.7431,45.4989,6.4472,11.3589
Jz0F-sHOioMB7Z7xayumTURoIaK-p_Vkegld-AlB0oI,train,28.1887,27.724,1.6484,25.1369,24.2148,3.6682,47.5984,49.4029,3.7912,33.1844,34.1827,3.0084,3.029
JzUFURmryZAOZBJnIl8-sVLCj5Rc9ZuYnP0LZz7podg,train,31.34,29.2847,6.5582,28.7177,25.578,10.9331,54.0079,52.184,3.3769,39.0238,36.107,7.4745,7.0857
K3p89zXx-UsYBby3S4aWeV9R5aM-T_lwmxb2dLf-LNk,train,37.1648,36.4116,2.0266,31.0915,31.8028,2.2877,65.1678,64.8839,0.4356,41.8418,44.8942,7.2949,3.0112
K5Qvjusxmth2q7VH-3aw1m0DzCU3KUZbcXIl3SAIdaU,train,29.8005,26.9562,9.5445,25.492,23.5442,7.6407,47.454,48.0347,1.2237,33.123,33.236,0.3413,4.6875
K5UppEJ2C0RnQTWilh3PLrwSvbVlkn6T29I3ZCs1vII,train,30.4003,29.6937,2.3243,28.3032,25.9352,8.3667,52.7469,52.9128,0.3145,37.9472,36.6112,3.5206,3.6315
K6AJeEjNFAAABQjy_5cQ96BIGvZhSD5OLDiH003A4HU,train,32.447,29.6663,8.5701,27.7397,25.9113,6.5914,54.5538,52.864,3.0975,38.5532,36.5774,5.1249,5.846
K9zkdznI6sNRQAbGZyM9qavlSHz1QjDc4YT_Nk9SxNc,train,32.6225,35.4555,8.6841,29.4558,30.9677,5.1327,56.9006,63.1801,11.0359,40.1761,43.7153,8.8093,8.4155
KBAU1rWD43nsok2kcZJkGqqMKRUMIpMURs6n7DiIbAk,train,29.1047,25.8634,11.1366,25.0131,22.5898,9.6884,56.3862,46.0875,18.2646,38.9351,31.8887,18.0979,14.2969
KBUxJlqCTBFlf0CqseleLcojg9FJH4ZwOQpLLQElx1Q,train,28.0207,30.3648,8.3654,24.7275,26.5214,7.2545,51.4316,54.1087,5.2052,34.6073,37.4387,8.1815,7.2516
KCG4hvKjwCe1hUSKH85GBSCtH0PdZvzTbXqYmr8XjQw,train,29.9667,29.3554,2.0398,29.1009,25.6398,11.8937,51.7536,52.3101,1.0751,36.8547,36.1942,1.7922,4.2002
KF4x5qg5axbnchXD1j_iCV4iFgu_9iXzYPt-MK7TyUo,train,31.6087,33.7227,6.6882,27.8035,29.4543,5.9372,51.2863,60.0924,17.1704,36.1521,41.5789,15.0108,11.2016
KIL2didw2nNdy66kJxKb6pXjzOtMfl8BG-bWtdlKy-k,train,34.9648,31.2098,10.7395,31.7068,27.2594,14.0267,56.396,55.6144,1.3859,39.5453,38.4805,2.6926,7.2112
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,train,30.9794,29.902,3.4776,26.8031,26.1172,2.5593,55.4467,53.284,3.9004,36.1395,36.8681,2.0159,2.9883
KRhhODp3IdNvOwJrGTgxyFFSajMFzlvI6-oXD7zUB1M,train,26.3238,25.9832,1.2939,23.1323,22.6944,1.8929,49.5375,46.301,6.5335,34.7203,32.0364,7.7301,4.3626
KUNSraIYDWHRcL691_W2GTTD0xKejJUyZHVqdQyezaM,train,26.4542,27.9139,5.5181,23.9706,24.3807,1.711,51.9769,49.7414,4.301,33.9793,34.4169,1.2878,3.2045
KY1Q2Nc-yvVUEAKwvMMmeuQrSkSgRsQJODlxSLIncyE,train,29.5052,25.9394,12.0852,26.8409,22.6561,15.5908,50.5741,46.2229,8.6036,35.5761,31.9824,10.1016,11.5953
K_II_ceJULbMT4-1kDxWSxcLNVQVQ_xXiH2yEzIwerw,train,22.9961,24.1709,5.1086,20.7215,21.1114,1.8817,46.8352,43.0714,8.0362,33.2307,29.8018,10.3185,6.3362
K_XRjXOCXSNFbOi6A27GCI9PJMJSmSMRfacbG6YGYtg,train,28.8563,31.5872,9.4638,26.7477,27.589,3.1455,49.4832,56.2869,13.7495,39.0594,38.9458,0.2909,6.6624
KfJBoub1UVszSENTWNIsagcvwmOw2kit8FlHE6vdDgQ,train,28.7511,28.9736,0.774,25.671,25.3063,1.4205,48.0771,51.6297,7.3894,35.4556,35.7234,0.7555,2.5849
KhUMWnLuJuU_heHssK7sfl737LWj7j90yef1ZIFvoZE,train,33.6106,28.7137,14.5693,29.6379,25.0793,15.3809,55.9715,51.1666,8.5846,37.8212,35.403,6.3938,11.2321
KiK6AcGmaLEwt7mZeZwVpBhirsxCI-QYMA4jBbg-MeE,train,44.0014,36.5046,17.0377,32.9342,31.884,3.1888,64.9184,65.0495,0.2019,44.163,45.0088,1.9151,5.5859
KiOh1P-1kKbeY_XDdSJX1Dk41-F3YrEAJvwwxj8jVgw,train,27.943,28.8854,3.3724,25.2847,25.2292,0.2196,52.0649,51.4724,1.138,37.8107,35.6146,5.8082,2.6346
KkcKYV7B1vYaAU3rhnwuJURVMpt_DsVVfOjKhQWyIUY,train,35.3661,36.6499,3.6301,26.5794,32.0109,20.435,66.1539,65.3084,1.278,39.1896,45.1879,15.3059,10.1622
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,train,32.4392,32.4404,0.0038,28.7012,28.3343,1.2782,55.7613,57.8074,3.6693,38.3565,39.9979,4.2793,2.3077
Kr1whZRnyXXBfX2Qb68APhgjTqQOJoNCbyiyp8KjOUM,train,37.4301,35.1558,6.0762,30.1009,30.706,2.0102,61.2467,62.6461,2.2848,40.5236,43.3458,6.9644,4.3339
KrH7eR84pfuQ6Ltqaz9Y56lZZfl3veVlIsUHfyNLGs8,train,28.6126,27.369,4.3465,26.0688,23.9047,8.3014,49.7189,48.7703,1.908,35.0297,33.7449,3.6675,4.5558
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,train,32.4859,26.838,17.3858,28.218,23.441,16.9291,51.5809,47.8241,7.2834,36.2862,33.0902,8.8077,12.6015
KuaO0HukXURPXHNjwVlRBX54vTgGoJCgIlE6pJFBjuU,train,27.5799,26.9505,2.2819,24.6018,23.5393,4.3191,53.6313,48.0246,10.4541,35.4701,33.229,6.3182,5.8433
KvF43GWeO49psnYb89NcDMhou4_dR6fTN1nf6ymoWYE,train,29.9597,25.7214,14.1465,25.1583,22.4657,10.7025,50.7961,45.8344,9.7678,34.2023,31.7136,7.2764,10.4733
KyUpCvLOaHfJNvUi1UqsGflxRBbyk5O5sHHE4Z3fYs0,train,23.319,24.3422,4.3877,21.9336,21.261,3.0664,44.9881,43.3766,3.582,33.9831,30.013,11.6827,5.6797
Ky_Za0ND8jBPfLFuDU32SxskrabV7a4v3m1vEZipuJE,train,40.6321,35.3995,12.878,28.0369,30.9188,10.2789,68.5262,63.0803,7.9472,40.3924,43.6463,8.0556,9.7899
KzVubtjZ59Pk0KE1g03Exy5v9B9VfsKWtn1oiNfoguQ,train,28.4,24.062,15.2745,24.6104,21.0163,14.6038,48.0401,42.8774,10.7467,36.5493,29.6675,18.8286,14.8634
L3gOZE9_foSWpEGDymPGZ72xRwNAjs30LgwA2HK5Pck,train,27.2927,27.133,0.5851,22.6302,23.6987,4.7213,54.2537,48.3499,10.882,35.5741,33.454,5.9596,5.537
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,train,25.7958,26.1774,1.4793,23.6392,22.864,3.2791,48.3838,46.647,3.5896,35.2456,32.2758,8.426,4.1935
L71qKO8OfKBmm1Z7R-XkSlh6-sUkbfN-36XlMGpabXw,train,41.0866,41.4509,0.8868,28.4544,36.2043,27.236,68.0323,73.8637,8.5716,41.1505,51.1075,24.1964,15.2227
L8AV1kOMRp33zMsQyVZeFe95-Hl09uh5wFdYt4BRDZk,train,35.1161,33.8807,3.518,23.1918,29.5923,27.5978,56.0745,60.374,7.6675,37.0469,41.7737,12.7591,12.8856
LAylutsZzyozv6hpU2zkLc7tSoVn0KA7MHpFSNF31bU,train,23.192,23.642,1.9404,21.9831,20.6495,6.0661,47.5994,42.129,11.4925,33.9329,29.1498,14.096,8.3988
LFcfI7v5U-hNVB1MWf2DyOtRrcv_4FxWEkvqawrnVCc,train,28.7509,29.1182,1.2777,26.3479,25.4326,3.4738,53.781,51.8874,3.521,37.6692,35.9017,4.6921,3.2412
LG8w5pRNQxAS1OXu32ttcFgCo2x_udBwl4IY-pkH-G0,train,30.0826,27.1251,9.8313,24.2469,23.6917,2.2898,54.3169,48.3357,11.0116,34.0882,33.4443,1.8889,6.2554
LIZFonGXPE6zHm2vvXFEn-7NojsZnLo5XQxnYr1eG9c,train,32.2249,30.12,6.5318,26.2902,26.3076,0.066,54.7168,53.6725,1.9086,39.8793,37.1368,6.877,3.8459
LM-bO680RqJWmK95UoQxB1LobNP1ZjgYH7MDJOJJxac,train,30.9793,26.1904,15.4584,27.3065,22.8754,16.2275,53.2996,46.6702,12.438,34.7421,32.2918,7.0526,12.7941
LWS7u2dM1oIlDpu0qfB0Fh8kUXtyKa2Bzu2Zy8gx69U,train,27.6953,31.233,12.7733,24.6987,27.2796,10.4499,51.2414,55.6557,8.6148,38.4352,38.5091,0.1922,8.0076
LWmSj6WXNRmjBFn3XHudfNM3LZ2Jw0kSsv0naXOdIlg,train,26.4894,26.7467,0.9712,23.4288,23.3612,0.2884,50.192,47.6614,5.0418,35.4407,32.9777,6.9497,3.3128
LXRxXZEf4KcT-1ZhSPBZnGYn9E4RvBj5eLY0O-yOU40,train,27.7349,27.2029,1.9181,26.5699,23.7597,10.5769,47.6949,48.4743,1.6341,37.8032,33.5401,11.2771,6.3515
Las9lyHX8ahvkOTjgNXmDsoVcfV_I00LIW5AiGjrD8U,train,25.6753,25.8913,0.8413,23.4859,22.6141,3.7122,50.3483,46.1371,8.3642,33.9986,31.923,6.105,4.7557
LhpKk8JN769XdQ3ri6vIcmu9Uu2zEIgxyqbrDnHLQD4,train,28.0376,27.9974,0.1436,24.1447,24.4536,1.2793,56.2468,49.89,11.3016,34.7715,34.5197,0.7241,3.3622
Lj94Dw3tjHhOcMKc7jYuqh4pxx6aGWI_BJ06yNf_IxI,train,33.3705,32.9003,1.409,28.0623,28.736,2.4007,52.337,58.6269,12.018,36.0017,40.5649,12.675,7.1257
LmpCWk6jQZlA7EPOImRlJpNT_4ON6NgbzEMhwCJa2OU,train,27.5216,25.8532,6.0621,23.6436,22.5808,4.4948,45.8692,46.0692,0.4361,33.2932,31.876,4.2566,3.8124
Ln93h-QpBiCetrCjogBLV0szB4r9JwHItcq7dAbq8Qw,train,34.0989,35.3356,3.6268,25.8038,30.863,19.6063,58.2984,62.9665,8.0072,37.8873,43.5675,14.9925,11.5582
LqwmZFz9Zs0XAy0zY8sJEZuwuRFvikqWWqAZangX8fw,train,32.0717,33.5737,4.6834,28.4111,29.3241,3.2135,59.6399,59.8269,0.3136,41.8013,41.3952,0.9716,2.2955
LrAkx-cGKYisCnYZom4wNlYDzVxCmrTznPmszYNooFM,train,33.3554,32.3856,2.9073,28.4771,28.2864,0.6695,61.885,57.7098,6.7467,42.6558,39.9303,6.3894,4.1783
LrpfNxN21F9xcxqSlyJZf0U8AMbWmV16j8m2andBg-Y,train,30.8103,26.9642,12.4831,26.259,23.5512,10.3116,52.026,48.0491,7.6441,34.8281,33.2459,4.5428,8.7454
Lvkkn8G0hPPSfS6W8tEqFd2e0dtvUIBx2VcoFHLYXEE,train,32.3683,32.0371,1.0233,27.8644,27.982,0.422,57.3137,57.0887,0.3926,38.6488,39.5005,2.2037,1.0104
Lvom_FFt43plg0Ivl7tsQKD92JSMspb5x6N2wUj3a00,train,31.9412,30.3502,4.9808,28.0586,26.5086,5.524,49.7121,54.0828,8.7918,33.1795,37.4207,12.7825,8.0198
LxZJXKfopLyKPDPE31DluKRZFGvy5sdzmsHks_TyAPM,train,30.659,28.0655,8.4593,27.6325,24.5131,11.2887,51.5857,50.0115,3.0517,36.1695,34.6037,4.329,6.7822
M1muFKjSI5wj9-wBh5LrgBgLuujJ0hpuesndt7O2Xf0,train,29.543,28.751,2.6809,25.1956,25.1118,0.3327,53.7083,51.233,4.6088,36.5849,35.4489,3.1052,2.6819
M4CDQ5dw5yfMbxuejEOqxuSzEnV459VW5flcUAFQg2Q,train,28.5145,27.3258,4.1689,24.4086,23.867,2.219,58.0664,48.6933,16.1421,37.1304,33.6917,9.2614,7.9478
M6VgD6r_83GpclmUFF5AvByf2g0vZHHJ4KibcKPUz4o,train,29.5577,29.7327,0.5919,24.5898,25.9692,5.6099,55.5927,52.9823,4.6956,34.6412,36.6593,5.8256,4.1808
M7AiBl-dRAnhKf1-Xd2twZBBUNLuWe6m6jlJFk3WfQE,train,31.3137,27.9264,10.8173,28.3667,24.3916,14.0132,53.2551,49.7636,6.5563,36.4243,34.4322,5.4691,9.214
M7W3KM6kChC2ZuIEZfASSnpPUwzsXctKnjlTHCvyvZU,train,28.3416,27.5663,2.7355,26.1045,24.0771,7.7664,49.3452,49.122,0.4524,35.1516,33.9883,3.3095,3.5659
M9VAAnHg45vZQEy5PFtkbS_mlS0KKYpuUVM_rbe3jXA,train,31.0746,32.5727,4.821,28.0874,28.4498,1.2902,53.4282,58.0431,8.6376,39.5402,40.161,1.5701,4.0797
MA9HrkF2LuEC3BSWoQa0ehE1w5CWO0N-ENo7aXTpM0g,train,33.2295,33.3686,0.4187,29.2044,29.145,0.2035,55.251,59.4614,7.6206,36.1791,41.1423,13.7185,5.4903
MDqQHenu2xxbf_I4_Uo5YARw9wxHCXDSQKgC3ZWHyBM,train,24.7234,27.3635,10.6787,21.9172,23.9,9.0467,49.739,48.7606,1.9671,35.4572,33.7382,4.848,6.6351
MEg2fJbKd6vFArod3Em2Yg6Fzg8I_UVysW9tVVNJXuU,train,25.0749,23.8939,4.7097,23.8186,20.8696,12.3813,46.4379,42.5779,8.3121,33.0953,29.4604,10.9833,9.0966
MFV5XDGBbcmrL2_oAiUxMEUXndPT6vSThBnnjr7q6A4,train,34.0773,34.3263,0.7307,29.3967,29.9814,1.989,59.0075,61.1679,3.6612,41.4704,42.323,2.0561,2.1093
MHSlcWpQY97n0ULNVud6441kEWnV1ZhIUSXp_LdRAwk,train,34.0523,36.2207,6.368,29.749,31.6361,6.3433,59.2202,64.5437,8.9894,38.5833,44.6588,15.7465,9.3618
MMs_PLZrw4WHD4-VB07Gvngcg35zIqnb2ECVjvNBcDU,train,29.2677,26.9839,7.8032,25.9767,23.5684,9.2712,51.3219,48.084,6.309,38.3828,33.2701,13.3203,9.1759
MOqbYtj3KR1NJkIQUzq-XXifDNs8yYgBo684NtXOzzo,train,28.1074,27.9919,0.4109,25.466,24.4488,3.9941,51.1565,49.8803,2.4948,33.9121,34.513,1.7718,2.1679
MQmecK4FIS6uznz3n2Wv8DediRJd_EZqDsKh5J9C_2E,train,29.2743,29.3386,0.2198,26.1148,25.6251,1.8753,50.9516,52.2801,2.6074,38.3966,36.1735,5.7899,2.6231
MRRpwL1LnxGuSlgB75qZkvbiwBOg7an478NWRRJhFZg,train,29.4912,27.8991,5.3985,25.9021,24.3678,5.9237,53.8327,49.7149,7.6492,35.6204,34.3985,3.4302,5.6004
MTXbtemM3j9GYgqgOkhXXNyNs1NVodSfuPageeXGSXk,train,28.7639,27.6786,3.7732,24.6632,24.1751,1.9789,50.4773,49.322,2.2888,37.2971,34.1266,8.5006,4.1354
MVP0z6Ij0LwHU-_FCzaVhOsRr9_OCwlc9ElSSK2vwAI,train,33.4338,35.0273,4.7664,28.3299,30.5937,7.9911,57.3811,62.4171,8.7766,38.6924,43.1874,11.6174,8.2879
MWcbN_WLcKpMM3QvM_9zIBses2-kdsq-PPVRQnUOLR8,train,31.1806,26.1977,15.9807,26.3231,22.8817,13.0736,50.345,46.6831,7.2736,35.1907,32.3008,8.2121,11.135
MXUlhOjVoV_HNle6KaT8iuziR-K1aHdN0PVTxvjFiG4,train,32.3433,28.4988,11.8865,28.3544,24.8916,12.2127,50.5116,50.7836,0.5385,37.2993,35.138,5.7946,7.6081
MY3CwjtZZyuG5LA3zEnBVMp4G0PiQJo5xyLOZQ2OsO0,train,32.2568,38.7505,20.1314,25.972,33.8457,30.3161,58.4417,69.0517,18.1549,42.6018,47.778,12.1503,20.1882
M_VIme6ZNwUHowz1e0dEdO7dB4CUb4nq2g5LJrboM_8,train,24.1227,23.4856,2.6414,22.1989,20.5129,7.5952,42.9888,41.8502,2.6484,32.2551,28.9568,10.2256,5.7776
Mb3jqMAc-x1zRUhGxkpbGYT-zSWg4PPvzVTWtPamncU,train,25.5952,25.4407,0.6037,24.963,22.2206,10.9861,47.7126,45.3342,4.9848,35.4522,31.3675,11.5217,7.0241
MbI0nuaGlMFelp1gYz2NnBZ3E9Kqgno4bxUrxlZczOA,train,23.3959,24.1988,3.4318,21.86,21.1358,3.3127,44.8169,43.1211,3.7839,32.1554,29.8362,7.2126,4.4352
Md6eQCCm8UBwwAjbEGLGWo_BFp4J32v4fs91HF2j7z4,train,28.9156,30.7086,6.201,25.3469,26.8217,5.8183,49.6213,54.7214,10.2779,37.4288,37.8626,1.1589,5.864
MjvyiQerHJp4LNFaYjErBuE5gZXzJTTBxjRPbdaIkX8,train,25.8693,27.44,6.0715,23.6306,23.9668,1.4226,49.2826,48.8968,0.7827,32.2853,33.8325,4.7921,3.2672
MjymGihCG7nyeic8DITCiZw4B1jxJ3mfz7RoNe_CpRA,train,28.2008,32.8166,16.3674,25.0197,28.6628,14.5608,55.8704,58.4776,4.6666,36.4121,40.4616,11.1214,11.679
MmRBl84BUdcDlTs0CEh8xV-h9eSBn5T8Tza1cLdxxdQ,train,31.0718,30.3524,2.3152,27.2788,26.5106,2.8163,54.9186,54.0867,1.5148,43.2404,37.4234,13.4527,5.0247
MmlaGbcovUveI_4bIkPI7PtbtuIXmJXEuh7PcWd1vs4,train,27.1747,26.7081,1.7171,23.7951,23.3275,1.9649,48.3176,47.5926,1.5003,31.5321,32.9301,4.4336,2.404
MoVC8zaNHbXveUHEwDF-a7ohr17YeOCTHW_iDKwpc5A,train,33.5486,27.9691,16.6313,28.5481,24.4289,14.429,55.3708,49.8396,9.9894,38.547,34.4848,10.5384,12.897
MtEI3iPNMiPKY5npP-NwXFGmNv4wL5fmJm_gz3w1gaM,train,30.9687,34.2683,10.6547,27.3452,29.9308,9.4551,56.3433,61.0646,8.3794,38.3709,42.2515,10.1135,9.6507
Mu1N5LbjXgT8Uo3YyCZQyaNuPv0xZXHaE16PInhyIi4,train,29.8602,34.3724,15.1112,26.7905,30.0217,12.0609,56.0309,61.2501,9.3148,38.8007,42.3799,9.2245,11.4279
MwMONmjsedY2zn7rz5oIR5erkxm4cYrNOgDVcm4n0o0,train,28.7896,31.6024,9.7699,25.0478,27.6023,10.1983,45.3024,56.314,24.3068,31.0946,38.9645,25.3098,17.3962
MyfWZFbdaoAyalT_KRfL_POdoeNK5jBv71Dq2iP2Kno,train,25.3231,26.0473,2.8596,23.124,22.7503,1.616,48.9693,46.4151,5.2159,35.5388,32.1153,9.633,4.8311
N-HpjhR4e4pv_lil_breZsD2Zl6rchnUYp6CN-OId00,train,29.4529,29.0097,1.5048,26.6348,25.3378,4.8695,51.747,51.6941,0.1022,38.0991,35.7679,6.1186,3.1488
N3qD-Pa-IRbfFudTncQZbBY1Kkna0y7-mxiFH8AcNv4,train,27.0095,27.1632,0.5693,25.5355,23.725,7.0898,48.4841,48.4037,0.1659,33.1814,33.4913,0.9337,2.1897
N73xUItebJGioWcFOIhTaSe_9DJboDfYZXXASeeTx3E,train,31.7249,29.0934,8.2946,26.479,25.4109,4.0336,52.2253,51.8432,0.7317,38.3683,35.8711,6.5085,4.8921
N8vHFsQaGtPOz7hgeAexKpIMTsng3dMarv19O_VhSjU,train,33.8756,34.2214,1.0208,29.2919,29.8898,2.0413,55.0751,60.981,10.7234,39.2441,42.1937,7.5162,5.3254
NEr3m-lLFRiiCG6tPxjgLaH3ba0fslVxrYNc-pn-zFI,train,28.1182,29.5704,5.1649,25.7675,25.8275,0.2331,50.6865,52.6932,3.959,38.1382,36.4592,4.4024,3.4398
NHYTWvYxeqGl68vqemGdwryhfk8YKDAAT6yHGpcYTMU,train,30.3674,32.0,5.376,25.1083,27.9496,11.3161,59.4344,57.0225,4.0581,38.3744,39.4548,2.8155,5.8914
NMF25R019iMg46ITv51G7T57n1OQ-0PqjDBBaBM-KeY,train,26.3012,25.352,3.6092,22.5528,22.143,1.8169,48.6014,45.1761,7.0478,34.5715,31.258,9.5845,5.5146
NNvVzvXn13EFNgBJH5L-wp-YioymHGFolmYyJL3R01k,train,33.3322,32.7661,1.6984,28.5212,28.6187,0.342,58.1138,58.3877,0.4714,38.181,40.3994,5.8103,2.0805
NPC5AE7iwKfWfpBfXabJrkmqPUFfC93c-kUzJxIlRpI,train,25.0084,24.3488,2.6374,22.2408,21.2669,4.379,48.181,43.3886,9.9467,33.9196,30.0212,11.4929,7.114
NRix4qIfHXJwy9P3neEGfvsHPAmqyGbqdV8GnbE5Tus,train,28.7466,33.4038,16.2008,25.7736,29.1757,13.1999,49.3532,59.524,20.6082,34.8658,41.1856,18.126,17.0337
NSXAJhcfnGd2bD-3e2mGLkcb92TrafN8kMMQe4cqEK8,train,30.8074,27.6553,10.2316,26.9056,24.1548,10.2237,52.336,49.2805,5.8381,36.1824,34.098,5.7608,8.0135
NT9pVYCYjVJUv93rGE-RcIZ1SXERnAOVnaUgOW501eg,train,29.4726,34.3989,16.7147,27.0532,30.0449,11.0585,54.6648,61.2973,12.1331,39.8318,42.4126,6.4791,11.5963
NTGz9mxeuZY_IFQNIw4t7t7mBvDUI4L_WFVzASO4gLk,train,34.4149,31.78,7.6562,29.7941,27.7575,6.8357,58.2316,56.6306,2.7494,36.909,39.1836,6.1627,5.851
NTmudVTq3KXZsMxKbzh7FZ_Cwidx_LNAFffrMFwhizk,train,32.5846,32.78,0.5997,26.8939,28.6309,6.4586,56.9746,58.4125,2.5238,38.6588,40.4165,4.5468,3.5322
NVE9XUtowWXyTkBoYYC2zJkcJKp8Mwf2QbGc9D5CDGw,train,29.6142,32.8932,11.0724,27.1594,28.7297,5.7818,54.7301,58.6142,7.0968,40.0786,40.5561,1.1915,6.2856
NXeAR8_-o_dyyX6WZjfWxsZu1A-ubHRXI1TGILQSsgQ,train,28.2999,29.8002,5.3015,26.8512,26.0282,3.065,48.2095,53.1026,10.1498,36.2793,36.7426,1.2769,4.9483
NXmoPHhsDXHFFY9qBe87PNHfINaJfDwlbacZeImZi1U,train,25.3347,24.897,1.7278,22.4249,21.7457,3.0288,47.3367,44.3654,6.277,34.2938,30.6971,10.4879,5.3804
Nd9tQGPzZWHmXztXwfqP_CNNVoQ5a-YgEhcOnNMObTQ,train,31.3399,31.788,1.4297,24.3736,27.7644,13.912,54.7896,56.6447,3.3859,36.0842,39.1934,8.6164,6.836
NeEHJxFxG632zWy6Ar6Jyr7TNtJglor-PW8tlqoHAPs,train,32.9304,36.6375,11.2576,28.8513,32.0001,10.9138,59.1899,65.2864,10.2999,42.1809,45.1727,7.0928,9.891
NeyszvHjJ3aJ--cxUOQR12-MFqZA82Uityzo5zWJNRM,train,28.42,29.2572,2.9456,23.2699,25.5539,9.8153,54.3155,52.135,4.0145,33.2141,36.073,8.6076,6.3457
NjDOX-RO3P2kO5oGbEG7fVRbxCOr9Rq3XMAKqle1qYs,train,25.1055,27.6627,10.1858,24.0905,24.1612,0.2936,51.1583,49.2936,3.6449,37.6452,34.107,9.3987,5.8807
NmMb13HMjQsx3SPyqROE0QXqq26gamkQav-ThPHADnw,train,35.5462,33.7921,4.9346,28.2849,29.5149,4.3486,58.2775,60.2161,3.3265,39.2245,41.6645,6.2206,4.7076
Nny-tpFBmQu8scLMjvgDlOS__2jOgH-RSkx_JZE48Bg,train,27.7237,29.8144,7.5414,24.5165,26.0407,6.2169,53.8427,53.128,1.3273,37.8498,36.7601,2.879,4.4911
NoP839tHlvR8LC8EAmB4xEvLRjJUrRrhc0_oIuwEBM0,train,35.6161,37.3274,4.805,32.5593,32.6027,0.1333,57.6505,66.5158,15.3776,41.2488,46.0233,11.5749,7.9727
NouXHWoRzvEgh1xxM89HpU4qFetVsC_Ib7DzixCIMQ4,train,34.7805,35.1793,1.1465,30.1631,30.7265,1.8677,61.8255,62.6879,1.3949,42.9802,43.3748,0.918,1.3317
NqNHgXJ-FnZz5ve2PHKKTHsACmQgTiZyRSFJs4BHXWs,train,31.2556,30.861,1.2625,27.3777,26.9548,1.5446,54.5578,54.9929,0.7977,37.529,38.0505,1.3895,1.2486
NtGhhuJmxasrSRLy3LsguIRU14n0gjoJg_Qr7Ct7-aA,train,25.5392,25.8309,1.1419,23.474,22.5613,3.8879,49.678,46.0295,7.3444,34.7796,31.8485,8.4277,5.2005
Nu5Z5HISeZzUc04Yl7_s7jAd_lVljDYKZEnHkj7wqG8,train,32.2216,26.9556,16.3432,28.8576,23.5437,18.4142,52.5451,48.0337,8.5859,36.7941,33.2352,9.6722,13.2539
NuXfnD6BDa9t-UxAqHbYWS36vC5ynKDL9-C_Uj8U0OA,train,31.1715,31.6784,1.6261,26.5952,27.6687,4.0366,52.3385,56.4495,7.8547,39.7373,39.0583,1.7088,3.8066
O-D1OAwTqCs1SY-zv-CDSEtUTSUZ0SepKK0-ypBzEoc,train,30.4956,27.9421,8.3733,26.7507,24.4053,8.7676,49.115,49.7916,1.3774,33.2531,34.4516,3.6042,5.5306
O-a4oET_iJqLxoOnYsGNvUt67P20sS3-0h4-JYT_VUM,train,35.4093,32.0281,9.5487,30.3276,27.9742,7.76,59.0525,57.0727,3.3526,37.6789,39.4895,4.8054,6.3667
